document_id,source_system_id,source_system,source_system_instance,source_status,canonical_status,iso19650_status_code,project_code,originator_code,volume_code,level_code,type_code,role_code,iso19650_filename,mdr_id,document_type,discipline,revision,title,description,file_format,approval_class,certification_required,certifying_body,certifying_body_contact,confidentiality_class,sensitive_information,author,co_author,originator_company,reviewer,approver,issue_date,ingested_at
a0458c5f-8d3f-5520-ac95-b891b3704918,WCA-000011,Windchill,Windchill_PartnerA,Authority Approved,APPROVED_AUTHORITY,S4,PROJ1,ALPHAENG,ZZ,00,DR,ME,PROJ1-ALPHAENG-ZZ-00-DR-ME-000006-A,PROJ1-ALPHAENG-ZZ-DR-ME-000006,Piping Isometric,Mechanical,A,Mechanical -- Piping Isometric -- WCA-000011,"Piping Isometric for Mechanical scope, revision A.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Jeffrey Chavez,Sherri Baker,Alpha Engineering GmbH,Cassandra Gaines,Elizabeth Fowler,2025-05-13,2025-05-17T12:25:02Z
d4233387-e972-5302-97af-e99a2540e3c4,WCA-000012,Windchill,Windchill_PartnerA,Cancelled,ON_HOLD,S0,PROJ1,ALPHAENG,ZZ,00,RP,CI,PROJ1-ALPHAENG-ZZ-00-RP-CI-000002-B,PROJ1-ALPHAENG-ZZ-RP-CI-000002,Geotechnical Report,Civil,B,Civil -- Geotechnical Report -- WCA-000012,"Geotechnical Report for Civil scope, revision B.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Brittany Farmer,Paula Moreno,Alpha Engineering GmbH,Fred Smith,Sherry Decker,2025-06-30,2025-07-03T15:00:27Z
5386fa95-ca1d-5772-91dd-1ed602287709,WCA-000013,Windchill,Windchill_PartnerA,In Review,UNDER_REVIEW,S3,PROJ1,ALPHAENG,ZZ,00,DS,IN,PROJ1-ALPHAENG-ZZ-00-DS-IN-000005-A,PROJ1-ALPHAENG-ZZ-DS-IN-000005,Instrument Datasheet,Instrumentation,A,Instrumentation -- Instrument Datasheet -- WCA-000013,"Instrument Datasheet for Instrumentation scope, revision A.",PDF,CUSTOMER,False,,,RESTRICTED,True,Anthony Humphrey,,Alpha Engineering GmbH,Angelica Tucker,Philip Cannon,2026-01-24,2026-01-26T12:59:34Z
9c449fee-ad82-54a0-b815-4a7e507ff705,WCA-000014,Windchill,Windchill_PartnerA,Issued for Client,APPROVED_CUSTOMER,S4,PROJ1,ALPHAENG,ZZ,00,DR,EL,PROJ1-ALPHAENG-ZZ-00-DR-EL-000001-B,PROJ1-ALPHAENG-ZZ-DR-EL-000001,Earthing Drawing,Electrical,B,Electrical -- Earthing Drawing -- WCA-000014,"Earthing Drawing for Electrical scope, revision B.",DWG,INTERNAL,False,,,INTERNAL,False,,,Alpha Engineering GmbH,Shane Henderson,Joshua Blair,2025-12-22,2025-12-23T14:33:57Z
3dfddaea-853b-5c50-8f30-cbf112e30288,WCA-000015,Windchill,Windchill_PartnerA,Revised,REVISION_REQUIRED,S3,PROJ1,ALPHAENG,ZZ,00,SH,ME,PROJ1-ALPHAENG-ZZ-00-SH-ME-000007-A,PROJ1-ALPHAENG-ZZ-SH-ME-000007,Valve List,Mechanical,A,Mechanical -- Valve List -- WCA-000015,"Valve List for Mechanical scope, revision A.",PDF,INTERNAL,False,,,INTERNAL,False,Eric Carney,,Alpha Engineering GmbH,Jessica Holmes,Danny Morgan,2025-06-25,2025-06-27T16:29:03Z
5c92abd7-1595-51ce-8314-f71726d78504,WCB-000001,Windchill,Windchill_PartnerB,In Review,UNDER_REVIEW,S3,PROJ1,BETAKONS,ZZ,00,DR,CI,PROJ1-BETAKONS-ZZ-00-DR-CI-000003-A,PROJ1-BETAKONS-ZZ-DR-CI-000003,Structural Steel Drawing,Civil,A,Civil -- Structural Steel Drawing -- WCB-000001,"Structural Steel Drawing for Civil scope, revision A.",DWG,CERTIFICATION,True,TUV Rheinland,,RESTRICTED,True,Crystal Robinson,Mark Perez,Beta Konstruktion AS,Shannon Jones,Michael Lewis,2025-07-16,2025-07-19T09:13:58Z
ed142e8a-c619-5e1b-81db-603a07f20fdd,WCB-000002,Windchill,Windchill_PartnerB,Issued for Client,APPROVED_CUSTOMER,S4,PROJ1,BETAKONS,ZZ,00,DR,CI,PROJ1-BETAKONS-ZZ-00-DR-CI-000004-C,PROJ1-BETAKONS-ZZ-DR-CI-000004,Drainage Layout,Civil,C,Civil -- Drainage Layout -- WCB-000002,"Drainage Layout for Civil scope, revision C.",PDF,CUSTOMER,False,,,INTERNAL,False,Timothy Duncan,,Beta Konstruktion AS,Richard Aguirre,Brent Jordan,2025-06-05,2025-06-07T14:38:59Z
7f02e4b3-f9fd-5ead-b88b-d9e30cd49ca0,WCB-000003,Windchill,Windchill_PartnerB,In Review,UNDER_REVIEW,S3,PROJ1,BETAKONS,ZZ,00,DS,ME,PROJ1-BETAKONS-ZZ-00-DS-ME-000008-A,PROJ1-BETAKONS-ZZ-DS-ME-000008,Pump Datasheet,Mechanical,A,Mechanical -- Pump Datasheet -- WCB-000003,"Pump Datasheet for Mechanical scope, revision A.",PDF,CERTIFICATION,True,TUV SUD,,RESTRICTED,True,John Daniel,,Beta Konstruktion AS,Victoria Garcia,Gerald Hensley,2025-04-11,2025-04-13T15:42:11Z
57168784-99e2-5532-9176-9d629133b241,WCB-000004,Windchill,Windchill_PartnerB,Cancelled,ON_HOLD,S0,PROJ1,BETAKONS,ZZ,00,SH,IN,PROJ1-BETAKONS-ZZ-00-SH-IN-000006-A,PROJ1-BETAKONS-ZZ-SH-IN-000006,Instrument Index,Instrumentation,A,Instrumentation -- Instrument Index -- WCB-000004,"Instrument Index for Instrumentation scope, revision A.",XLSX,CERTIFICATION,True,SGS,,RESTRICTED,True,,,Beta Konstruktion AS,Donald Wright,Jessica Callahan,2025-09-02,2025-09-03T08:01:10Z
1b003f70-6662-5544-867e-97aa3df2e147,WCB-000005,Windchill,Windchill_PartnerB,Baselined,APPROVED_DRAFT,S4,PROJ1,BETAKONS,ZZ,00,DS,ME,PROJ1-BETAKONS-ZZ-00-DS-ME-000009-A,PROJ1-BETAKONS-ZZ-DS-ME-000009,Equipment Datasheet,Mechanical,A,Mechanical -- Equipment Datasheet -- WCB-000005,"Equipment Datasheet for Mechanical scope, revision A.",PDF,INTERNAL,False,,,CONFIDENTIAL,True,Amber Kidd,,Beta Konstruktion AS,Tracy House,Carol Tucker,2026-01-05,2026-01-09T17:52:26Z
6c803719-1558-5218-bd56-20c1e355dc1e,WCB-000006,Windchill,Windchill_PartnerB,In Review,UNDER_REVIEW,S3,PROJ1,BETAKONS,ZZ,00,DR,EL,PROJ1-BETAKONS-ZZ-00-DR-EL-000002-C,PROJ1-BETAKONS-ZZ-DR-EL-000002,Single Line Diagram,Electrical,C,Electrical -- Single Line Diagram -- WCB-000006,"Single Line Diagram for Electrical scope, revision C.",DWG,CUSTOMER,True,TUV SUD,,CONFIDENTIAL,True,James Brown,,Beta Konstruktion AS,William Baker,Jordan Henderson,2025-12-17,2025-12-18T13:40:05Z
7548b4cd-b8e1-5cea-bbb6-29055692af5b,WCB-000007,Windchill,Windchill_PartnerB,In Work,IN_PROGRESS,S0,PROJ1,BETAKONS,ZZ,00,RP,ME,PROJ1-BETAKONS-ZZ-00-RP-ME-000010-C,PROJ1-BETAKONS-ZZ-RP-ME-000010,Control Narrative,Mechanical,C,Mechanical -- Control Narrative -- WCB-000007,"Control Narrative for Mechanical scope, revision C.",PDF,CUSTOMER,True,Lloyd's Register,,CONFIDENTIAL,True,Whitney Peters,Brittney Phillips,Beta Konstruktion AS,Lauren Daniels,Amy Silva,2025-09-21,2025-09-23T11:39:00Z
5fa9bc97-db4b-5595-8a67-8b51ea9cf962,WCB-000008,Windchill,Windchill_PartnerB,In Review,UNDER_REVIEW,S3,PROJ1,BETAKONS,ZZ,00,DR,ME,PROJ1-BETAKONS-ZZ-00-DR-ME-000011-A,PROJ1-BETAKONS-ZZ-DR-ME-000011,Motor Control Centre Layout,Mechanical,A,Mechanical -- Motor Control Centre Layout -- WCB-000008,"Motor Control Centre Layout for Mechanical scope, revision A.",PDF,CERTIFICATION,True,Bureau Veritas,,RESTRICTED,True,Sarah Moore,Angela Lopez,Beta Konstruktion AS,Megan Young,Steve Sanchez,2026-01-22,2026-01-26T12:08:33Z
0f69c594-1223-5e9a-ab68-e77b5d70557b,WCB-000009,Windchill,Windchill_PartnerB,Revised,REVISION_REQUIRED,S3,PROJ1,BETAKONS,ZZ,00,DR,CI,PROJ1-BETAKONS-ZZ-00-DR-CI-000005-A,PROJ1-BETAKONS-ZZ-DR-CI-000005,Foundation Drawing,Civil,A,Civil -- Foundation Drawing -- WCB-000009,"Foundation Drawing for Civil scope, revision A.",DWG,CERTIFICATION,True,DNV,,RESTRICTED,True,Lisa Barnes,Kelly Donovan,Beta Konstruktion AS,Mike Allen,Michael Evans,2025-04-29,2025-05-03T10:57:50Z
8ff56e4f-6379-5381-9e39-38ff6e60362f,WCB-000010,Windchill,Windchill_PartnerB,Released,APPROVED_FINAL,S5,PROJ1,BETAKONS,ZZ,00,SP,CI,PROJ1-BETAKONS-ZZ-00-SP-CI-000006-A,PROJ1-BETAKONS-ZZ-SP-CI-000006,Civil Specification,Civil,A,Civil -- Civil Specification -- WCB-000010,"Civil Specification for Civil scope, revision A.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Paul Jones,Zachary Ferrell,Beta Konstruktion AS,Daniel Baker,Shirley Suarez,2025-08-23,2025-08-24T17:13:28Z
94d79a73-7808-560e-a0a7-061ea580bb21,WCB-000011,Windchill,Windchill_PartnerB,Authority Approved,APPROVED_AUTHORITY,S4,PROJ1,BETAKONS,ZZ,00,DR,CI,PROJ1-BETAKONS-ZZ-00-DR-CI-000007-A,PROJ1-BETAKONS-ZZ-DR-CI-000007,Structural Steel Drawing,Civil,A,Civil -- Structural Steel Drawing -- WCB-000011,"Structural Steel Drawing for Civil scope, revision A.",PDF,CERTIFICATION,True,TUV Rheinland,,RESTRICTED,True,,,Beta Konstruktion AS,Lisa Archer,Aimee Montoya,2025-06-19,2025-06-22T15:25:52Z
40b4a35e-0eba-56bb-81a7-d1b505fb3245,WCB-000012,Windchill,Windchill_PartnerB,Issued for Client,APPROVED_CUSTOMER,S4,PROJ1,BETAKONS,ZZ,00,SH,EL,PROJ1-BETAKONS-ZZ-00-SH-EL-000003-B,PROJ1-BETAKONS-ZZ-SH-EL-000003,Cable Schedule,Electrical,B,Electrical -- Cable Schedule -- WCB-000012,"Cable Schedule for Electrical scope, revision B.",PDF,CUSTOMER,False,,,CONFIDENTIAL,True,Matthew Mcmillan,,Beta Konstruktion AS,Brian Rodriguez,Denise Jacobs,2026-01-26,2026-01-28T12:44:30Z
c4d2df48-38a3-5cd8-ae56-2356d65557af,WCB-000013,Windchill,Windchill_PartnerB,Issued for Client,APPROVED_CUSTOMER,S4,PROJ1,BETAKONS,ZZ,00,RP,IN,PROJ1-BETAKONS-ZZ-00-RP-IN-000007-A,PROJ1-BETAKONS-ZZ-RP-IN-000007,HAZOP Report,Instrumentation,A,Instrumentation -- HAZOP Report -- WCB-000013,"HAZOP Report for Instrumentation scope, revision A.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Christina Walters,,Beta Konstruktion AS,John Whitehead,Anna Henderson,2025-04-20,2025-04-21T09:47:55Z
08a35aa2-8f2d-5095-b6e7-e9164d302c45,WCB-000014,Windchill,Windchill_PartnerB,In Review,UNDER_REVIEW,S3,PROJ1,BETAKONS,ZZ,00,SH,EL,PROJ1-BETAKONS-ZZ-00-SH-EL-000004-B,PROJ1-BETAKONS-ZZ-SH-EL-000004,Load List,Electrical,B,Electrical -- Load List -- WCB-000014,"Load List for Electrical scope, revision B.",PDF,CERTIFICATION,True,Bureau Veritas,,CONFIDENTIAL,True,Aaron Wise,,Beta Konstruktion AS,Deborah Figueroa,Jessica Smith,2025-09-02,2025-09-07T09:38:26Z
fcd30f12-5abe-5af8-b2ed-ccb79b2df311,WCB-000015,Windchill,Windchill_PartnerB,Issued for Client,APPROVED_CUSTOMER,S4,PROJ1,BETAKONS,ZZ,00,DR,EL,PROJ1-BETAKONS-ZZ-00-DR-EL-000005-A,PROJ1-BETAKONS-ZZ-DR-EL-000005,Lighting Layout,Electrical,A,Electrical -- Lighting Layout -- WCB-000015,"Lighting Layout for Electrical scope, revision A.",DWG,CUSTOMER,False,,,INTERNAL,False,Stephen Mckee,Sandra Aguilar,Beta Konstruktion AS,Cameron Parker,Rebecca Valencia,2025-11-12,2025-11-13T08:07:09Z
c5565c8d-170c-5a6f-bd80-12a203ba32a1,4508,SharePoint,SharePoint_PMC,Approved,APPROVED_DRAFT,S4,PROJ1,GAMMAEPC,ZZ,00,RP,IN,PROJ1-GAMMAEPC-ZZ-00-RP-IN-000008-A,PROJ1-GAMMAEPC-ZZ-RP-IN-000008,HAZOP Report,Instrumentation,A,Instrumentation -- HAZOP Report -- SP-4508,"HAZOP Report for Instrumentation scope, version 1.0.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Erika Allen,,Gamma EPC Ltd,Lisa Thomas,,2025-12-13,2025-12-16T09:11:26Z
582e1767-81e2-5186-ba00-bab004939182,4516,SharePoint,SharePoint_PMC,Client Approved,APPROVED_CUSTOMER,S4,PROJ1,GAMMAEPC,ZZ,00,RP,CI,PROJ1-GAMMAEPC-ZZ-00-RP-CI-000008-A,PROJ1-GAMMAEPC-ZZ-RP-CI-000008,Geotechnical Report,Civil,A,Civil -- Geotechnical Report -- SP-4516,"Geotechnical Report for Civil scope, version 1.0.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Kathryn Rosales,,Gamma EPC Ltd,Katie Houston,,2026-01-26,2026-01-28T10:56:35Z
87e32742-a24a-5b0b-be72-2fb2563f4fba,4525,SharePoint,SharePoint_PMC,Under Review,UNDER_REVIEW,S3,PROJ1,GAMMAEPC,ZZ,00,DR,ME,PROJ1-GAMMAEPC-ZZ-00-DR-ME-000012-B,PROJ1-GAMMAEPC-ZZ-DR-ME-000012,Piping Isometric,Mechanical,B,Mechanical -- Piping Isometric -- SP-4525,"Piping Isometric for Mechanical scope, version 2.0.",PDF,INTERNAL,False,,,INTERNAL,False,,,Gamma EPC Ltd,Brad Gonzalez,,2025-12-11,2025-12-14T14:51:14Z
5f0ae709-f6b0-5314-8fa6-9b3fe3fe39df,4534,SharePoint,SharePoint_PMC,Pending Review,SUBMITTED,S2,PROJ1,GAMMAEPC,ZZ,00,DS,IN,PROJ1-GAMMAEPC-ZZ-00-DS-IN-000009-A,PROJ1-GAMMAEPC-ZZ-DS-IN-000009,Instrument Datasheet,Instrumentation,A,Instrumentation -- Instrument Datasheet -- SP-4534,"Instrument Datasheet for Instrumentation scope, version 1.0.",PDF,INTERNAL,False,,,INTERNAL,False,Jessica Padilla,,Gamma EPC Ltd,Natalie Atkinson,,2025-10-30,2025-11-02T08:54:52Z
946d4586-c6b9-5d32-8a56-e68642e59e4c,4536,SharePoint,SharePoint_PMC,Final Approved,APPROVED_FINAL,S5,PROJ1,GAMMAEPC,ZZ,00,DR,CI,PROJ1-GAMMAEPC-ZZ-00-DR-CI-000009-A,PROJ1-GAMMAEPC-ZZ-DR-CI-000009,Structural Steel Drawing,Civil,A,Civil -- Structural Steel Drawing -- SP-4536,"Structural Steel Drawing for Civil scope, version 1.0.",DWG,CERTIFICATION,True,TUV SUD,,CONFIDENTIAL,True,Joel Miller,,Gamma EPC Ltd,Ricardo Arnold,,2025-04-20,2025-04-23T09:43:04Z
e10f9268-c950-514f-b076-5f01cd3ce387,4546,SharePoint,SharePoint_PMC,Draft,IN_PROGRESS,S0,PROJ1,GAMMAEPC,ZZ,00,DS,ME,PROJ1-GAMMAEPC-ZZ-00-DS-ME-000013-A,PROJ1-GAMMAEPC-ZZ-DS-ME-000013,Heat Exchanger Datasheet,Mechanical,A,Mechanical -- Heat Exchanger Datasheet -- SP-4546,"Heat Exchanger Datasheet for Mechanical scope, version 1.0.",PDF,CERTIFICATION,True,Intertek,,CONFIDENTIAL,True,Timothy Brown,,Gamma EPC Ltd,Kiara Robinson,,2025-07-18,2025-07-23T11:00:37Z
4d7a4c49-408c-5a7d-b4ea-5272ef24b204,4553,SharePoint,SharePoint_PMC,Rejected,REVISION_REQUIRED,S3,PROJ1,GAMMAEPC,ZZ,00,RP,CI,PROJ1-GAMMAEPC-ZZ-00-RP-CI-000010-A,PROJ1-GAMMAEPC-ZZ-RP-CI-000010,Geotechnical Report,Civil,A,Civil -- Geotechnical Report -- SP-4553,"Geotechnical Report for Civil scope, version 1.1.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Oscar Mack,,Gamma EPC Ltd,Andrew Howard DVM,,2025-12-01,2025-12-02T12:13:24Z
9e215634-cc41-5172-96bc-252eff149288,4558,SharePoint,SharePoint_PMC,Draft,IN_PROGRESS,S0,PROJ1,GAMMAEPC,ZZ,00,DR,ME,PROJ1-GAMMAEPC-ZZ-00-DR-ME-000014-A,PROJ1-GAMMAEPC-ZZ-DR-ME-000014,P&ID,Mechanical,A,Mechanical -- P&ID -- SP-4558,"P&ID for Mechanical scope, version 1.0.",PDF,CUSTOMER,False,,,INTERNAL,False,William Stein,,Gamma EPC Ltd,Anna Evans,,2025-07-03,2025-07-07T12:52:51Z
2f7e9876-007b-5bcd-b254-9a6552f19bdd,4564,SharePoint,SharePoint_PMC,Client Approved,APPROVED_CUSTOMER,S4,PROJ1,GAMMAEPC,ZZ,00,DS,ME,PROJ1-GAMMAEPC-ZZ-00-DS-ME-000015-A,PROJ1-GAMMAEPC-ZZ-DS-ME-000015,Pump Datasheet,Mechanical,A,Mechanical -- Pump Datasheet -- SP-4564,"Pump Datasheet for Mechanical scope, version 1.0.",PDF,CERTIFICATION,True,TUV SUD,,INTERNAL,False,Ryan Herman,,Gamma EPC Ltd,John Hodges,,2025-06-06,2025-06-10T13:26:52Z
5e6ae7cb-c2f6-597d-a77e-44fa25268838,4565,SharePoint,SharePoint_PMC,Draft,IN_PROGRESS,S0,PROJ1,GAMMAEPC,ZZ,00,SH,CI,PROJ1-GAMMAEPC-ZZ-00-SH-CI-000011-A,PROJ1-GAMMAEPC-ZZ-SH-CI-000011,Civil Material Take-Off,Civil,A,Civil -- Civil Material Take-Off -- SP-4565,"Civil Material Take-Off for Civil scope, version 1.0.",XLSX,CUSTOMER,False,,,INTERNAL,False,Alyssa Smith,,Gamma EPC Ltd,John Stephenson,,2026-01-27,2026-01-30T15:05:11Z
e6568ac8-08bc-535b-a2e9-d1bd20de0e25,4570,SharePoint,SharePoint_PMC,On Hold,ON_HOLD,S0,PROJ1,GAMMAEPC,ZZ,00,DS,ME,PROJ1-GAMMAEPC-ZZ-00-DS-ME-000016-A,PROJ1-GAMMAEPC-ZZ-DS-ME-000016,Pump Datasheet,Mechanical,A,Mechanical -- Pump Datasheet -- SP-4570,"Pump Datasheet for Mechanical scope, version 1.0.",PDF,CERTIFICATION,True,Intertek,,INTERNAL,False,Dean Ingram,,Gamma EPC Ltd,Cynthia Mason,,2025-12-02,2025-12-03T12:46:54Z
3076bd87-a37b-591e-8455-d367f348e453,4579,SharePoint,SharePoint_PMC,Under Review,UNDER_REVIEW,S3,PROJ1,GAMMAEPC,ZZ,00,DS,ME,PROJ1-GAMMAEPC-ZZ-00-DS-ME-000017-A,PROJ1-GAMMAEPC-ZZ-DS-ME-000017,Equipment Datasheet,Mechanical,A,Mechanical -- Equipment Datasheet -- SP-4579,"Equipment Datasheet for Mechanical scope, version 1.0.",PDF,INTERNAL,False,,,INTERNAL,False,,,Gamma EPC Ltd,Ashley Howell,,2025-10-13,2025-10-17T14:14:19Z
dd921935-4915-5782-a08a-0b086e7a5bac,4586,SharePoint,SharePoint_PMC,Pending Review,SUBMITTED,S2,PROJ1,GAMMAEPC,ZZ,00,RP,IN,PROJ1-GAMMAEPC-ZZ-00-RP-IN-000010-B,PROJ1-GAMMAEPC-ZZ-RP-IN-000010,SIL Assessment,Instrumentation,B,Instrumentation -- SIL Assessment -- SP-4586,"SIL Assessment for Instrumentation scope, version 2.0.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Donald Chavez,,Gamma EPC Ltd,Charles Davis,,2025-06-13,2025-06-15T17:46:19Z
5bcf4d4c-8fee-5b91-be0b-c4efaa6333e4,4587,SharePoint,SharePoint_PMC,Approved,APPROVED_DRAFT,S4,PROJ1,GAMMAEPC,ZZ,00,DR,EL,PROJ1-GAMMAEPC-ZZ-00-DR-EL-000006-A,PROJ1-GAMMAEPC-ZZ-DR-EL-000006,Lighting Layout,Electrical,A,Electrical -- Lighting Layout -- SP-4587,"Lighting Layout for Electrical scope, version 1.1.",DWG,INTERNAL,False,,,INTERNAL,False,Katrina Shelton,,Gamma EPC Ltd,Joe Freeman,,2025-06-05,2025-06-06T12:13:48Z
